posX,posY,posZ,halfSizeX,halfSizeY,halfSizeZ
-325.9591,0.5567091,456.5533,0.1644287,0.556999,0.1635132
-348.3766,3.729678,498.5592,0.6000061,4.272208,0.6000061
-329.6961,3.71095,245.5584,1,3.749366,1
-393.6397,3.05933,211.3754,0.4899902,3.419251,0.4900055
-365.8921,3.120634,421.6722,0.4899902,3.487767,0.4899902
-255.8202,2.656682,338.6955,0.6000061,3.043131,0.6000061
-448.3344,6.074551,278.0319,1,6.137434,1
-234.3053,3.910879,456.8291,0.6000061,4.479767,0.6000061
-274.8854,4.518517,469.4723,0.6000061,5.175793,0.6000061
-448.7961,3.759359,394.9057,0.4899902,4.201637,0.4899902
-406.1261,0.4106921,255.7959,0.126709,0.410906,0.1343384
-405.4366,3.204075,450.2496,0.6000061,3.670149,0.6000061
-316.562,2.391534,435.8944,0.4899902,2.672891,0.4899902
-417.7598,0.5636716,202.1522,0.1523132,0.5639651,0.156601
-448.3765,0.6332788,422.6982,0.1501465,0.6336086,0.1548462
-340.7365,0.6836803,332.3173,0.151001,0.6840363,0.1455994
-348.0536,2.686048,350.3044,0.6000061,3.076768,0.6000061
-295.4013,3.407468,237.6928,0.6000061,3.903128,0.6000061
-294.9941,5.161958,438.8384,1,5.215394,1
-238.2049,2.526155,376.3386,0.4900055,2.823349,0.4899902
-441.056,2.680882,365.8556,0.6000061,3.070851,0.6000061
-379.9261,4.54143,469.1085,0.6000061,5.202041,0.6000061
-488.2611,2.7416,362.643,0.6000061,3.140401,0.6000061
-213.4794,2.757335,457.2151,0.6000061,3.158425,0.6000061
-205.6824,0.4853627,452.3973,0.1364746,0.4856155,0.1430664
-451.1927,2.988462,243.5843,0.4899902,3.340045,0.4900055
-431.9923,3.831149,266.0013,0.6000061,4.388439,0.6000061
-180.0066,2.775437,290.5459,0.6000061,3.17916,0.6000061
-211.0522,3.395309,247.538,0.6000061,3.8892,0.6000061
-308.1222,4.5565,271.3795,1,4.603671,1
-263.5867,3.309434,343.2362,0.4899902,3.69878,0.4899902
-388.1728,4.202765,363.1556,0.4899902,4.697207,0.4899902
-306.6336,0.5945449,227.4755,0.1644897,0.5948545,0.1643372
-208.5697,0.710883,431.9018,0.1558228,0.7112533,0.1593933
-454.0336,2.875062,464.8882,0.6000061,3.293277,0.6000061
-459.2499,4.522994,453.3636,0.6000061,5.180922,0.6000061
-250.6656,0.7151139,432.4313,0.1247711,0.7154863,0.1162415
-216.953,2.608632,221.5182,0.4900055,2.915529,0.4900055
-408.774,3.219506,428.8411,0.4899902,3.598271,0.4899902
-472.2656,0.7391565,438.5833,0.1645203,0.7395414,0.1641541
-494.7816,5.042271,345.0045,1,5.094469,1
-174.2669,2.699394,483.6606,0.4900055,3.016969,0.4899902
-351.2966,0.6793476,175.8887,0.1430359,0.6797014,0.148819
-383.1035,0.6244503,445.3836,0.1616211,0.6247755,0.1635132
-275.5515,5.609736,474.4153,1,5.667808,1
-417.9267,0.5254382,300.3721,0.1606445,0.5257119,0.1628723
-489.6491,4.489345,425.7104,1,4.535818,1
-204.8155,3.397637,293.7094,0.6000061,3.891867,0.6000061
-455.4223,0.6003054,495.8335,0.1426697,0.600618,0.1484985
-191.561,0.7328298,446.7723,0.1635437,0.7332115,0.1644592
-317.2409,3.871595,412.198,0.6000061,4.434769,0.6000061
-423.0156,0.737996,167.6091,0.1637878,0.7383803,0.1620941
-375.8409,3.513201,421.2211,0.4899902,3.926519,0.4899902
-370.4799,4.459823,289.6335,1,4.505991,1
-216.2917,3.728938,475.6421,1,3.76754,1
-394.4876,0.7155178,302.379,0.1639404,0.7158904,0.162384
-271.6181,0.4439039,448.4483,0.1450195,0.444135,0.1386719
-298.3711,4.037069,383.2333,0.4899902,4.512018,0.4899902
-246.4027,2.682607,173.0506,0.4900055,2.998208,0.4900055
-201.3547,3.434353,355.1961,0.6000061,3.933924,0.6000061
-235.7979,0.5871426,305.0368,0.1378632,0.5874484,0.1443176
-218.7524,2.750809,435.1894,0.4900055,3.074433,0.4899902
-176.3833,5.206895,401.7718,1,5.260797,1
-338.4638,3.802509,220.4717,0.4899902,4.249864,0.4900055
-320.2229,2.608566,204.9322,0.4899902,2.915456,0.4900055
-306.4532,4.739228,219.4194,1,4.788289,1
-392.2373,3.642206,276.1996,0.6000061,4.172011,0.6000061
-427.0284,4.220854,461.5637,0.6000061,4.834831,0.6000061
-222.473,4.062712,313.0883,0.6000061,4.653686,0.6000061
-214.3396,5.389078,195.9187,1,5.444866,1
-291.3925,5.049414,273.5175,1,5.101685,1
-452.9857,2.965602,313.0385,0.4899902,3.314497,0.4899902
-477.2059,0.7473015,479.9532,0.144928,0.7476907,0.1385498
-343.8626,4.817393,365.6345,0.6000061,5.518146,0.6000061
-323.516,3.629253,331.8798,0.4899902,4.056223,0.4899902
-301.3341,3.038397,378.725,0.6000061,3.480371,0.6000061
-226.8735,0.516867,320.2764,0.1268158,0.5171362,0.1344299
-466.6915,3.657746,272.7605,0.4899902,4.088069,0.4899902
-436.3261,0.6172224,212.9651,0.1236267,0.6175438,0.1150055
-446.8328,0.4577398,465.319,0.1456909,0.4579782,0.1394348
-303.4419,4.341941,255.2184,1,4.386889,1
-330.8045,3.015442,216.9,0.6000061,3.454077,0.6000061
-222.9697,3.822564,491.9823,0.4900055,4.272276,0.4899902
-198.1441,3.929396,434.3123,0.6000061,4.500977,0.6000061
-330.0996,0.6363263,451.0074,0.1324768,0.6366577,0.1246338
-322.2476,0.705313,392.2175,0.1625977,0.7056803,0.1601868
-348.8706,3.015321,318.7112,0.6000061,3.453938,0.6000061
-270.7241,4.109089,375.5506,0.4899902,4.59251,0.4899902
-276.4019,3.074842,339.5942,0.6000061,3.522118,0.6000061
-237.1021,4.529539,203.8468,0.6000061,5.188419,0.6000061
-278.8581,0.6487016,242.9755,0.1536865,0.6490394,0.1577148
-449.6816,4.492542,304.681,0.6000061,5.14604,0.6000061
-444.9698,4.376898,344.0439,0.4899902,4.891827,0.4899902
-339.2879,2.635983,431.3162,0.6000061,3.019421,0.6000061
-183.2145,4.45541,287.3712,0.6000061,5.103507,0.6000061
-311.7444,2.806087,460.1284,0.6000061,3.214268,0.6000061
-422.6459,3.753108,179.9296,0.4899902,4.194649,0.4900055
-371.3433,4.995251,389.1263,1,5.046962,1
-252.0135,3.897365,199.284,1,3.937711,1
-398.1792,0.642317,491.386,0.1590576,0.6426515,0.1618042
-427.9818,5.746149,253.8068,1,5.805634,1
-323.9442,2.614686,170.5332,0.4899902,2.922297,0.4900055
-208.2021,4.5215,445.2565,1,4.568306,1
-451.0809,4.551481,242.5913,0.6000061,5.213552,0.6000061
-345.8668,5.071836,350.6827,1,5.12434,1
-327.9274,4.214087,339.1489,1,4.257711,1
-198.3614,3.278831,345.9663,0.6000061,3.755779,0.6000061
-255.8778,0.4284755,332.3441,0.1332703,0.4286987,0.1255188
-415.2425,4.047116,260.9893,1,4.089011,1
-334.8651,4.009062,368.7413,0.6000061,4.592232,0.6000061
-323.8973,0.5376135,456.6229,0.1120605,0.5378935,0.1209106
-337.2094,0.6763536,227.7541,0.160553,0.6767059,0.1573334
-172.2404,4.125717,284.0935,0.4900055,4.611095,0.4899902
-448.829,0.732834,438.295,0.1569214,0.7332157,0.1526794
-329.6321,0.534718,291.6398,0.1599426,0.5349965,0.1624146
-239.8322,0.4392993,465.0721,0.1420288,0.439528,0.1479492
-325.0454,3.825015,489.4772,1,3.864612,1
-461.3668,0.6989011,304.0366,0.1331482,0.6992651,0.1401367
-352.4677,3.848828,184.423,1,3.888672,1
-459.1014,0.5830306,281.9371,0.1258545,0.5833342,0.1174011
-318.715,4.549329,426.6624,1,4.596425,1
-298.5893,5.430395,209.4998,1,5.48661,1
-229.5886,4.938139,458.5804,1,4.98926,1
-439.0606,3.535536,232.1618,0.4899902,3.951481,0.4900055
-494.1895,2.75175,451.641,0.4899902,3.075485,0.4899902
-349.1627,4.531109,288.4217,1,4.578014,1
-330.9575,3.853169,371.0304,0.6000061,4.413663,0.6000061
-409.8665,0.4778025,457.5098,0.1312561,0.4780512,0.1384583
-334.6996,0.6893497,314.9466,0.1148987,0.6897087,0.1235352
-480.2325,4.290019,225.1062,1,4.334429,1
-193.5618,4.588737,248.3759,0.6000061,5.256227,0.6000061
-432.0179,0.5155404,196.3804,0.1645203,0.5158088,0.1642761
-198.1079,3.845189,266.5688,0.4900055,4.297565,0.4899902
-250.1459,3.878039,403.0683,0.4900055,4.33428,0.4899902
-399.63,3.38035,498.9574,0.6000061,3.872065,0.6000061
-456.6591,0.6053002,326.1982,0.1213989,0.6056154,0.1125793
-368.6508,3.718462,449.0789,1,3.756956,1
-427.8317,5.737401,354.7344,1,5.796794,1
-247.0324,3.253131,220.427,0.4900055,3.635853,0.4900055
-201.7484,0.6800045,172.7438,0.1230469,0.6803585,0.131012
-222.0024,2.411283,290.1862,0.4900055,2.694964,0.4899902
-414.9554,3.57474,498.1703,0.6000061,4.094733,0.6000061
-188.0425,4.73053,403.4094,1,4.7795,1
-252.7348,3.938712,401.3574,1,3.979486,1
-389.6342,5.563677,429.8885,1,5.621273,1
-195.5969,4.157502,239.8924,0.6000061,4.762264,0.6000061
-403.4356,5.783212,273.0147,1,5.84308,1
-257.1133,4.353999,177.55,1,4.399072,1
-396.8463,0.6286292,222.1299,0.1236572,0.6289566,0.115036
-450.5993,4.643046,202.0268,0.6000061,5.318439,0.6000061
-290.5102,3.795908,375.4612,0.6000061,4.348072,0.6000061
-317.3535,6.220572,240.4523,1,6.284967,1
-177.5076,4.903928,376.2641,1,4.954693,1
-468.3251,0.7340418,234.7159,0.1272583,0.734424,0.118927
-192.9601,2.932435,266.7429,0.4900055,3.277427,0.4899902
-418.8593,3.821731,395.9488,0.6000061,4.377651,0.6000061
-240.378,4.612085,200.2313,0.6000061,5.282971,0.6000061
-308.6697,4.423539,315.9075,1,4.469333,1
-288.0351,2.475019,348.5661,0.4899902,2.766197,0.4899902
-330.391,3.91143,307.5717,0.6000061,4.480398,0.6000061
-315.7947,3.829457,305.8438,0.4899902,4.279982,0.4899902
-167.0388,2.826061,455.8287,0.6000061,3.237148,0.6000061
-344.6194,2.79917,434.079,0.4899902,3.128484,0.4899902
-432.7459,4.258845,190.0861,0.4899902,4.759885,0.4900055
-248.9442,2.833177,326.5388,0.6000061,3.245299,0.6000061
-466.6103,3.339132,303.9229,0.4899902,3.731972,0.4899902
-388.2397,0.5107129,193.1594,0.1599426,0.5109788,0.1565399
-405.7095,4.158439,373.5641,1,4.201488,1
-419.1394,0.570133,171.9229,0.1600342,0.5704298,0.156662
-250.5389,3.023625,421.8925,0.6000061,3.46345,0.6000061
-470.0891,0.4731144,184.8582,0.160553,0.4733608,0.1573486
-323.6371,3.775779,312.6218,0.4899902,4.219989,0.4899902
-212.7585,0.7144753,231.564,0.1219025,0.7148474,0.1299591
-268.3166,2.463989,182.0592,0.4899902,2.75387,0.4900055
-217.7565,0.5135173,491.8521,0.1638031,0.5137846,0.1621399
-208.0308,3.486689,314.4545,0.4900055,3.896888,0.4899902
-183.2132,0.507984,345.7303,0.1455841,0.5082486,0.151001
-378.4006,3.146743,419.1971,0.6000061,3.604477,0.6000061
-315.6951,3.215909,438.1436,0.4899902,3.594251,0.4899902
-382.8864,5.05371,268.774,1,5.106027,1
-375.8456,5.831091,458.1855,1,5.891455,1
-342.7603,4.61676,426.4948,0.6000061,5.288328,0.6000061
-325.8826,4.615848,488.0583,0.6000061,5.287282,0.6000061
-387.9283,0.6870137,487.2836,0.1644287,0.6873714,0.1635132
-379.6959,4.844204,200.3156,0.6000061,5.548855,0.6000061
-287.6241,5.30429,298.2799,1,5.3592,1
-301.7709,4.282081,311.0428,0.4899902,4.785854,0.4899902
-311.3741,0.4751292,457.0236,0.155304,0.4753766,0.1506958
-191.9406,5.551825,492.8845,1,5.609297,1
-371.5553,0.6301332,341.2487,0.1644287,0.6304612,0.1635132
-169.1195,6.177139,381.7628,1,6.241085,1
-466.7814,4.103411,216.9464,0.6000061,4.700305,0.6000061
-236.2091,3.360303,262.7877,0.6000061,3.849102,0.6000061
-208.1028,4.998885,187.912,1,5.050633,1
-385.0824,2.656308,458.1478,0.4899902,2.968815,0.4899902
-410.58,4.656283,333.4049,1,4.704484,1
-388.0699,2.915709,240.873,0.4899902,3.258735,0.4900055
-358.9635,3.467845,313.773,0.4899902,3.875827,0.4899902
-355.6544,0.6326529,322.0252,0.1356201,0.6329824,0.142334
-295.1916,3.457589,184.3867,1,3.493382,1
-271.3963,0.6449244,435.0824,0.1360474,0.6452603,0.1286011
-226.3997,2.867197,499.42,0.6000061,3.284267,0.6000061
-344.4713,3.13447,284.4281,0.6000061,3.590419,0.6000061
-240.7941,0.5354354,328.879,0.1477356,0.5357143,0.152832
-390.3516,3.561372,197.4925,0.6000061,4.079421,0.6000061
-432.8195,4.565419,249.7129,0.6000061,5.229518,0.6000061
-306.1561,2.715428,207.6281,0.6000061,3.110422,0.6000061
-196.4689,3.258976,337.706,0.6000061,3.733036,0.6000061
-320.0366,0.7374083,332.1642,0.1565247,0.7377924,0.1599426
-205.1301,4.745839,266.9902,0.6000061,5.436183,0.6000061
-183.3888,3.862601,403.5296,0.6000061,4.424466,0.6000061
-356.6719,5.413726,330.8949,1,5.46977,1
-388.1682,3.399487,195.5162,1,3.434678,1
-214.7485,5.089636,307.5264,1,5.142324,1
-454.4751,5.384784,238.9728,1,5.440528,1
-360.1395,3.385733,256.303,0.4899902,3.784054,0.4899902
-214.0392,3.419274,315.8577,0.4900055,3.821541,0.4899902
-410.9305,0.439866,246.6203,0.1421814,0.440095,0.1354828
-491.1343,3.588768,335.1258,0.4899902,4.010976,0.4899902
-172.2076,3.301506,295.4102,0.4900055,3.689919,0.4899902
-471.0202,3.990172,303.3203,0.4899902,4.459605,0.4899902
-319.0283,5.635068,192.5505,1,5.693403,1
-434.3611,3.404689,379.0178,0.6000061,3.899946,0.6000061
-321.2276,2.824977,170.5907,0.6000061,3.235906,0.6000061
-205.7125,2.504072,235.8367,0.4900055,2.798668,0.4900055
-434.6559,2.906768,416.66,0.6000061,3.329595,0.6000061
-320.493,5.549143,310.8807,1,5.606587,1
-226.2758,2.826136,428.392,0.6000061,3.237233,0.6000061
-447.9874,3.881716,249.4336,0.6000061,4.446361,0.6000061
-259.2022,3.184987,390.1966,0.4899902,3.559692,0.4899902
-464.8977,3.871443,367.3141,1,3.91152,1
-218.3952,4.787386,270.6297,1,4.836946,1
-262.4603,3.763472,391.4631,0.4899902,4.206234,0.4899902
-480.2424,3.737183,441.0156,0.6000061,4.280804,0.6000061
-190.1922,5.873855,296.1446,1,5.934661,1
-424.1471,3.805897,236.721,0.4899902,4.25365,0.4900055
-208.7867,3.623535,336.2095,0.6000061,4.150625,0.6000061
-335.4012,0.6020809,339.0348,0.1642761,0.6023944,0.1645203
-205.9181,0.4042578,282.771,0.1640472,0.4044683,0.1626282
-446.7207,0.4865887,463.5305,0.154541,0.4868421,0.1583862
-174.5418,0.5712665,262.5192,0.1637268,0.5715641,0.1619873
-168.397,3.372722,324.3374,0.4900055,3.769512,0.4899902
-174.4633,5.731292,493.0752,1,5.790623,1
-258.1885,4.084291,426.0137,0.6000061,4.678403,0.6000061
-385.5207,3.96496,229.6299,1,4.006006,1
-401.0402,2.999477,354.6165,0.4899902,3.352358,0.4899902
-488.4274,5.528626,250.5658,1,5.585858,1
-371.8941,4.407463,232.6658,0.4899902,4.925989,0.4900055
-231.4754,5.025324,452.2751,1,5.077347,1
-214.6539,2.761913,238.9251,0.6000061,3.163669,0.6000061
-242.3116,3.440119,371.4119,0.4900055,3.844839,0.4899902
-328.23,3.768617,370.108,0.6000061,4.316811,0.6000061
-435.5884,4.109565,485.1148,0.6000061,4.707355,0.6000061
-275.6198,0.4520425,169.8494,0.1564941,0.452278,0.1521759
-333.6346,4.396875,490.8307,1,4.442392,1
-494.2067,4.16035,439.1886,0.6000061,4.765527,0.6000061
-443.2879,2.794781,294.7169,0.6000061,3.201318,0.6000061
-313.5688,4.059311,474.3646,0.6000061,4.64979,0.6000061
-329.7957,0.5394096,474.0407,0.1373901,0.5396905,0.1300964
-371.6979,4.688571,362.7629,0.6000061,5.370584,0.6000061
-405.6252,3.152168,418.3033,0.6000061,3.610692,0.6000061
-279.4652,2.550511,215.8905,0.4899902,2.850572,0.4900055
-249.0392,4.760635,219.6774,0.6000061,5.453131,0.6000061
-290.8458,0.5245025,227.2158,0.1629333,0.5247757,0.1606903
-233.8633,0.4031423,345.6098,0.1573486,0.4033522,0.1532288
-339.7458,4.030826,428.5435,0.6000061,4.617161,0.6000061
-337.716,3.114253,398.1645,0.4899902,3.480635,0.4899902
-259.5319,2.823472,302.6481,0.4899902,3.155645,0.4899902
-439.5188,6.002339,224.5643,1,6.064477,1
-185.6864,4.526775,477.2882,0.6000061,5.185253,0.6000061
-229.4772,3.840417,400.0693,0.6000061,4.399055,0.6000061
-375.0516,4.456005,383.9358,1,4.502134,1
-352.2787,2.828405,339.5132,0.4899902,3.161159,0.4899902
-183.9916,0.4305826,358.1734,0.1254425,0.4308068,0.1331787
-445.7629,4.698412,419.0122,0.6000061,5.381856,0.6000061
-340.6949,2.771502,205.631,0.6000061,3.174652,0.6000061
-294.8969,3.266646,486.8279,0.6000061,3.741822,0.6000061
-484.2014,0.7339919,366.2309,0.1210632,0.734374,0.1292114
-442.9526,3.769961,228.1755,0.4899902,4.213487,0.4900055
-285.0053,3.752727,221.344,0.4899902,4.194223,0.4900055
-481.6198,2.748088,390.3149,0.4899902,3.071392,0.4899902
-170.2263,3.575494,432.2309,0.6000061,4.095595,0.6000061
-190.3219,4.32964,440.1405,1,4.374461,1
-311.3226,3.00837,424.9023,0.4899902,3.362296,0.4899902
-205.6166,6.008732,380.3233,1,6.070934,1
-184.8652,4.357038,272.7095,0.4900055,4.86963,0.4899902
-168.1476,2.940178,326.1112,0.6000061,3.367865,0.6000061
-265.0303,3.073101,293.9387,0.4899902,3.434642,0.4899902
-401.8859,4.762067,210.0889,1,4.811364,1
-290.5545,3.766381,300.7,1,3.80537,1
-276.3154,0.5464879,458.9478,0.1390381,0.5467726,0.1319275
-270.286,3.225419,366.9725,0.4899902,3.60488,0.4899902
-480.5819,4.451524,296.6164,1,4.497605,1
-227.4258,4.630295,404.4594,0.6000061,5.303831,0.6000061
-339.1384,0.449091,268.0582,0.1414795,0.4493248,0.1346741
-197.4276,4.230633,220.0769,0.6000061,4.846032,0.6000061
-437.0503,5.833448,239.5538,1,5.893837,1
-345.8556,0.7226987,248.083,0.1420288,0.7230751,0.1479492
-222.1024,4.782345,393.5715,0.6000061,5.477998,0.6000061
-346.618,5.43557,485.9189,1,5.491838,1
-176.7987,0.7378696,334.4649,0.1588287,0.738254,0.1550903
-186.1359,5.030614,232.4077,1,5.08269,1
-343.4688,0.569966,296.7646,0.1508789,0.5702628,0.1454468
-255.9767,5.711191,377.9947,1,5.770313,1
-329.6811,3.792876,327.1904,1,3.83214,1
-270.7866,2.692045,323.3859,0.4899902,3.008756,0.4899902
-373.1827,5.471755,351.4883,1,5.528399,1
-405.852,3.741752,207.6068,0.4899902,4.181958,0.4900055
-297.6187,4.59001,402.8083,0.6000061,5.257685,0.6000061
-419.6621,0.4868262,174.6592,0.1499634,0.4870798,0.1546783
-478.7251,4.550745,475.1955,1,4.597855,1
-467.6091,3.693949,432.0882,0.6000061,4.231281,0.6000061
-449.6768,0.4404215,282.0262,0.1589355,0.4406509,0.1617126
-221.383,3.931021,401.2186,0.4900055,4.393494,0.4899902
-403.9797,4.682841,328.5092,1,4.731318,1
-365.5934,2.757065,318.0243,0.6000061,3.158116,0.6000061
-343.976,0.6170242,331.2724,0.1640625,0.6173456,0.1645508
-314.3905,2.670855,213.3644,0.4899902,2.985073,0.4900055
-409.4065,3.578696,270.4015,0.6000061,4.099264,0.6000061
-354.1006,3.214131,309.3733,0.6000061,3.681667,0.6000061
-238.2109,3.245638,426.9194,0.4900055,3.627479,0.4899902
-371.829,2.497951,228.6237,0.4899902,2.791828,0.4900055
-396.408,0.5213248,254.7605,0.150177,0.5215963,0.1446228
-461.1464,3.049942,422.505,0.4899902,3.408759,0.4899902
-327.0626,3.365726,231.1517,0.4899902,3.761693,0.4900055
-474.4369,0.5721164,464.4174,0.1628723,0.5724144,0.1641846
-222.2363,4.01596,250.1089,1,4.057532,1
-408.2636,3.56701,353.1208,1,3.603936,1
-361.1947,3.523825,330.0481,0.4899902,3.938392,0.4899902
-237.8296,5.787835,302.387,1,5.847751,1
-316.3677,0.6232159,481.2003,0.115448,0.6235404,0.124054
-225.5195,4.213563,418.3812,0.4900055,4.709277,0.4899902
-268.2881,3.734617,304.2427,0.4899902,4.173984,0.4899902
-423.7208,4.257929,309.5591,0.6000061,4.8773,0.6000061
-256.5306,0.7311713,479.5302,0.124115,0.7315521,0.1319885
-299.9087,4.05874,311.2556,0.6000061,4.649136,0.6000061
-319.4278,0.5823281,302.8158,0.1135254,0.5826314,0.1222839
-177.6519,3.988063,231.0119,0.4900055,4.457247,0.4900055
-217.8258,4.922419,387.507,1,4.973375,1
-327.9317,0.7193259,423.0857,0.1547241,0.7197005,0.1499939
-230.4187,3.529788,268.2062,0.6000061,4.04324,0.6000061
-253.9459,4.893893,431.1621,1,4.944554,1
-263.2445,3.260117,230.6884,0.6000061,3.734343,0.6000061
-302.9073,2.636177,203.5189,0.6000061,3.019643,0.6000061
-425.0265,4.080323,344.207,1,4.122563,1
-190.2985,2.721718,378.3535,0.4900055,3.04192,0.4899902
-347.3969,0.7061518,176.9214,0.1644897,0.7065195,0.1637115
-405.5063,3.379937,246.0496,0.6000061,3.871592,0.6000061
-287.4889,0.5632596,454.6039,0.1447144,0.563553,0.1502686
-479.9069,3.706637,318.0768,1,3.745008,1
-382.3468,4.359054,488.5869,0.4899902,4.871884,0.4899902
-404.1876,3.704798,190.509,0.4899902,4.140656,0.4900055
-348.2976,3.982587,374.4413,0.6000061,4.561905,0.6000061
-425.0847,3.090413,441.6552,0.4899902,3.45399,0.4899902
-413.6741,3.453567,372.8149,1,3.489318,1
-276.9257,5.730551,471.4947,1,5.789874,1
-369.7852,0.4365869,468.774,0.1307373,0.4368142,0.1227417
-245.1558,2.451447,375.5239,0.4900055,2.739852,0.4899902
-270.0959,0.6678046,211.5946,0.1539917,0.6681525,0.157959
-248.414,2.641059,394.4666,0.6000061,3.025235,0.6000061
-197.7819,4.55299,248.839,0.6000061,5.215281,0.6000061
-192.3771,4.218189,373.3246,0.6000061,4.831779,0.6000061
-300.9694,0.5271885,367.4436,0.1272278,0.5274631,0.1188965
-211.6604,5.961868,412.8661,1,6.023586,1
-178.9573,5.172059,443.4923,1,5.2256,1
-445.0088,0.6680324,346.3676,0.1249084,0.6683803,0.1327209
-475.1185,3.382531,335.2206,0.6000061,3.874563,0.6000061
-411.929,2.724217,449.0787,0.6000061,3.12049,0.6000061
-309.4684,3.698874,459.4127,0.4899902,4.134036,0.4899902
-272.0763,0.547275,287.0395,0.1237183,0.54756,0.1316223
-464.745,0.5709348,244.2349,0.1583862,0.5712321,0.1545258
-490.5463,2.711797,317.7918,0.6000061,3.106262,0.6000061
-444.0051,4.417636,260.6673,0.6000061,5.060237,0.6000061
-447.2567,3.673138,340.9875,0.4899902,4.105271,0.4899902
-183.7608,0.4767137,350.7737,0.1632233,0.476962,0.1611633
-475.6624,4.629683,227.7874,0.6000061,5.30313,0.6000061
-346.4997,3.793573,291.7159,1,3.832844,1
-247.2178,0.5256674,487.504,0.1371307,0.5259411,0.1436462
-354.6081,3.710042,179.8051,0.6000061,4.249715,0.6000061
-332.3981,3.015312,332.2269,0.6000061,3.453928,0.6000061
-302.943,4.526896,254.5412,0.6000061,5.18539,0.6000061
-378.4377,4.600093,287.4137,1,4.647714,1
-371.2502,3.863158,366.0191,0.6000061,4.425105,0.6000061
-210.7264,3.128295,373.9149,0.6000061,3.583346,0.6000061
-273.88,2.643935,494.2029,0.4899902,2.954987,0.4899902
-291.0952,5.499596,263.3994,1,5.556528,1
-498.6422,3.898592,325.9288,0.4899902,4.35725,0.4899902
-179.0336,0.6006564,480.3882,0.1476898,0.6009692,0.152771
-453.6736,0.7034085,448.8227,0.1613159,0.7037748,0.1633301
-429.1613,6.244725,221.4948,1,6.30937,1
-330.9398,4.451662,272.7138,0.6000061,5.099213,0.6000061
-339.4302,4.238543,174.405,0.6000061,4.855093,0.6000061
-409.3271,4.071953,275.3757,1,4.114106,1
-251.8381,3.679981,266.7376,1,3.718076,1
-213.2148,3.645144,365.3539,1,3.682879,1
-472.1977,5.511002,240.6777,1,5.568052,1
-338.2997,4.400191,463.7144,0.4899902,4.917861,0.4899902
-270.052,4.57628,174.9238,0.6000061,5.241958,0.6000061
-327.226,3.186096,395.8755,0.6000061,3.649555,0.6000061
-277.5084,0.5617417,399.3253,0.141571,0.5620342,0.1347961
-302.0249,5.312075,295.45,1,5.367065,1
-283.5656,2.755932,273.2863,0.6000061,3.156818,0.6000061
-190.094,3.906937,435.6389,0.4900055,4.366577,0.4899902
-217.1315,3.968612,339.3121,0.4900055,4.435508,0.4899902
-449.9174,0.703994,316.9497,0.1349792,0.7043607,0.1274109
-490.7005,2.788012,376.3723,0.4899902,3.116013,0.4899902
-301.5387,4.608335,276.6567,0.6000061,5.278677,0.6000061
-320.7469,4.17687,386.5488,0.4899902,4.668266,0.4899902
-181.9565,0.6048487,438.8938,0.1305084,0.6051637,0.1224976
-300.164,4.015388,281.5783,0.6000061,4.599478,0.6000061
-261.3432,4.529021,218.8371,0.6000061,5.187825,0.6000061
-496.4803,0.6299018,260.9945,0.1633606,0.6302298,0.1643982
-369.3771,5.541337,352.3323,1,5.598702,1
-413.6699,0.6302349,242.2118,0.1248474,0.6305631,0.1163177
-430.8693,3.082086,315.6464,0.6000061,3.530416,0.6000061
-353.9244,3.568984,442.5745,0.6000061,4.088138,0.6000061
-443.4908,3.49903,488.8299,0.4899902,3.910681,0.4899902
-326.2744,3.547475,326.6972,0.6000061,4.063501,0.6000061
-210.0787,4.37888,432.0422,1,4.42421,1
-259.9228,0.7351292,285.3775,0.1528625,0.7355121,0.1477661
-274.7001,0.6404433,285.7922,0.1593628,0.6407769,0.1557922
-186.5069,3.869802,248.432,0.6000061,4.432714,0.6000061
-411.743,4.472754,448.4482,0.6000061,5.123373,0.6000061
-363.4275,4.347601,302.7497,0.4899902,4.859083,0.4899902
-258.5626,3.882586,417.1082,0.6000061,4.447358,0.6000061
-452.1791,0.6268036,313.4921,0.1480103,0.62713,0.1530762
-312.8512,2.7521,241.2761,0.4899902,3.075876,0.4900055
-253.143,2.87315,459.0842,0.4900055,3.211167,0.4899902
-260.2566,5.789496,303.4399,1,5.84943,1
-396.6709,3.52211,191.9301,0.4899902,3.936475,0.4900055
-202.8541,4.697184,190.9056,0.6000061,5.380449,0.6000061
-257.8021,4.448996,240.6244,1,4.495052,1
-227.4948,0.612379,317.7417,0.1520538,0.612698,0.1468201
-176.5204,6.274364,308.4984,1,6.339316,1
-329.9943,2.955506,335.4359,0.6000061,3.385423,0.6000061
-446.0844,5.548113,492.9235,1,5.605547,1
-225.8861,5.078958,497.5228,1,5.131536,1
-195.6732,3.443389,357.5786,0.6000061,3.944275,0.6000061
-178.9874,3.31659,462.3802,0.6000061,3.79903,0.6000061
-452.8875,4.792507,216.6971,1,4.842119,1
-314.6345,3.832816,331.4634,0.4899902,4.283736,0.4899902
-197.1194,0.5757015,282.8442,0.1578522,0.5760013,0.1538696
-244.1509,3.042473,488.7717,0.4900055,3.400411,0.4899902
-406.2337,2.830529,472.501,0.4899902,3.163532,0.4899902
-429.7797,3.539497,207.8112,1,3.576138,1
-184.6318,2.69523,424.2397,0.6000061,3.087286,0.6000061
